8258 24801
1311 5954 -492
3159 6998 605
7172 3957 -642
393 6949 964
3331 5922 375
4803 3143 378
5856 2615 298
3370 6621 130
2128 4765 827
4985 2472 -365
2768 4173 0
7561 6274 101
2803 6028 -67
7481 5766 -672
2855 4474 -189
7956 3786 -912
7679 486 505
6487 1260 519
3995 3947 -880
4179 713 99
3153 4829 -704
4655 1914 -399
4803 3647 147
7357 1071 779
125 7258 -713
2940 7522 69
6172 8049 163
1327 4965 -167
1347 899 -380
5968 3958 -233
3949 5950 -736
7216 6306 727
2395 7246 277
1861 3934 -62
6173 1127 744
2884 5786 560
2646 1092 -814
6797 869 -254
5707 7700 990
1391 4036 -201
2169 4595 609
6256 2532 325
2369 6181 248
7786 3310 564
6162 6248 -911
236 7988 994
1363 6868 821
820 6925 -938
7797 5220 472
2697 5515 136
809 6296 -797
5968 779 -507
5140 2365 356
120 7165 -621
3120 4242 637
2269 3323 478
3891 5160 -584
7718 1055 355
7649 5745 -633
6212 2826 -921
6750 177 -205
6622 634 782
770 3591 392
6732 2593 747
6630 3452 -181
5400 7916 -924
1329 5569 -110
991 7577 -857
6288 5773 -772
1007 1164 -383
4019 5775 785
8033 219 -275
8176 5247 833
5838 3775 -894
4827 5665 690
3682 2833 -365
2712 502 -134
6315 8235 -315
1935 124 -154
3933 4066 -32
7309 6307 -231
4368 1480 -990
2021 3752 -805
4092 3929 839
2535 4966 891
1352 6082 734
5951 1041 -123
3141 8140 -266
7434 2395 -429
5978 7733 -901
4582 1772 656
1316 5341 674
4025 3776 -870
3818 5288 -576
5577 1458 496
1167 2765 -256
7597 3850 -118
4106 285 -310
6771 455 -554
4769 3868 540
4402 5831 -807
4322 5029 -891
3887 188 575
4204 2745 -815
7862 4937 -82
7724 4292 -237
140 7583 -71
7421 7017 -850
3098 4097 -560
2948 1149 595
7784 4908 -689
1519 1370 -317
402 3287 355
6412 8001 -446
3877 4839 474
1132 4481 383
4101 4411 95
1406 2000 671
3325 1112 332
5744 1563 -919
6338 3217 -230
1768 1433 -671
3086 1516 579
576 3558 -409
7958 1648 801
5740 3519 -595
5659 8217 402
6696 1344 -361
5929 1356 -811
7575 945 630
3544 4056 945
3736 4403 -625
3821 2282 37
4701 2883 739
7946 6899 -927
949 7089 -122
538 1750 814
1683 5120 795
5752 3443 28
5824 1631 -429
2202 2816 408
2823 2328 733
6571 4668 428
1867 1809 -271
1633 8069 -436
7335 3307 -74
4747 1357 -57
5147 2835 186
4717 269 53
2943 4086 -405
1251 5990 913
6268 5410 722
4516 4395 -984
1198 1502 -23
7816 1204 -820
8043 207 1000
5605 6020 -282
7833 2681 155
4845 8253 -407
7359 7487 557
1430 3056 258
4254 558 -709
1030 583 -677
3878 2113 644
6359 7239 677
702 275 -161
5618 3253 657
2206 3799 554
7353 3963 -286
3146 1931 688
1902 7217 -216
1757 5031 -879
918 1493 550
700 4781 -825
6195 3252 407
3398 2426 768
5891 2900 -673
35 687 111
391 4299 -484
5005 3257 749
2060 4619 -111
4816 7800 170
7028 2049 -659
6664 2966 -814
6317 8195 -57
5604 4618 739
3598 4039 -802
6136 5836 346
1449 8214 -673
5951 4785 -463
3234 791 -462
509 7338 -1
2933 5882 852
5628 3792 4
5 5510 -648
3449 3104 99
1114 1907 -823
1762 2632 72
209 3491 481
7730 7331 -739
3823 7858 -793
4617 6643 -686
1570 3605 -313
3625 6453 31
7256 7 -239
9 1235 697
8237 3172 -413
6809 1649 982
2337 1699 -892
7818 4164 -729
1521 2337 304
6820 6915 339
7518 3890 -148
1744 5560 -386
5471 2969 979
4923 2714 596
4740 4488 412
6832 4030 240
6609 6572 -582
5230 1707 395
475 7438 -978
3022 7633 -743
8056 4680 834
5597 7522 -517
7002 6283 -247
901 624 26
4865 2874 -755
434 4566 435
3453 5270 340
3768 1760 -444
3421 6224 -16
6644 4105 565
1053 143 -383
2616 1008 241
573 435 -689
3755 7880 -534
6365 1071 -809
8144 8131 -257
6131 6323 -584
2749 3034 419
737 5250 -602
3825 5732 603
6634 3081 401
488 359 -474
2966 2584 278
3929 2040 -288
4963 2773 -516
8210 6879 -421
2311 3324 658
7959 2044 -934
8039 5664 -291
1165 3996 837
509 2175 212
7820 1083 -331
5928 5670 26
4557 4692 237
4556 6260 -743
6478 2821 42
532 4623 -121
7780 6154 -314
8251 2750 -827
6257 6974 198
2137 6013 210
5438 1200 184
5814 6225 -163
2244 5961 -698
1197 3942 -279
4224 1784 647
5054 7577 -313
7686 5666 349
221 6313 903
5883 1668 -427
1648 2287 -730
7168 3763 157
4759 2237 635
6791 1311 -45
4027 7966 733
7308 4708 767
6969 2895 380
7720 5034 453
7726 4994 181
6212 3746 -575
6278 5318 -400
7383 3992 -534
5897 4972 687
4577 5179 7
6342 8028 250
1129 1399 -15
3355 7654 57
6664 5026 692
3539 497 -586
2727 6576 924
2961 1131 620
2010 7106 -868
8104 6437 578
1809 1659 795
2345 3152 -304
1363 1265 763
2377 3474 428
1437 8158 -789
1842 7542 717
6263 3576 137
6840 1382 930
4487 2053 361
6252 4744 844
2070 1809 563
2767 5574 392
2378 2734 -371
3793 4895 -686
274 589 558
6600 7138 210
4194 7053 774
1077 405 674
3096 1198 839
4764 698 -595
1300 2079 -43
1581 7384 -900
7473 1067 -661
4852 3954 -870
2784 7914 -884
2886 3718 -800
6660 205 687
7676 1812 -846
33 3297 -559
90 8145 -71
631 3372 -615
5838 7827 -507
4792 5901 -525
3898 4735 291
2903 21 -899
618 6791 369
2936 2005 159
3226 2667 949
1569 7163 -344
7698 3661 -450
1765 2912 -481
6196 7882 -199
1045 4048 821
5270 2532 -618
6069 2265 -22
4014 7629 -561
2150 7604 921
198 2745 -384
5291 162 381
6795 6123 -660
1878 2175 -92
7711 3377 704
2925 4676 -361
438 1306 -149
1189 2356 57
4030 6883 355
5055 4763 871
828 1119 976
3259 64 261
8225 3861 -547
3960 8088 57
1457 569 664
2535 7561 -77
7587 2427 -463
3603 5410 -252
5085 2514 -258
6833 2161 -544
613 3316 -638
2384 953 934
6862 3362 -569
1334 2399 562
4190 1400 -764
2008 7390 966
3359 1368 -208
6979 7012 876
7090 7668 -757
5258 7078 191
7490 2029 -795
8005 6855 -642
1598 3413 174
2919 3751 925
888 7543 -225
6088 5913 827
4924 4694 118
3422 6431 298
2394 2956 948
2086 5094 -81
1077 3384 -843
7234 3183 501
617 7071 -856
4710 3613 -681
2201 7281 -71
3471 7266 162
6375 5051 -999
2522 3865 -711
1648 1782 24
2754 5492 373
3626 6321 -885
6620 5577 490
162 4829 -199
7387 3905 811
7342 4871 359
3126 2118 500
7397 5137 193
3573 6509 716
5959 7859 -89
2130 3077 632
4949 4164 -650
3504 5953 200
1841 3242 924
3540 7320 -168
4288 7398 613
4162 1369 944
8201 7512 653
5828 5916 -183
8113 6790 -913
7752 7208 362
6999 5910 93
1965 880 -80
6134 3443 756
933 2328 -954
2724 6113 80
1882 7499 -770
1570 54 86
4279 584 -804
798 720 597
4307 6747 -418
639 5902 215
2342 1070 864
5699 1953 -828
3048 7377 716
1145 7531 975
6919 4956 95
5207 2551 884
5629 4037 949
2734 4831 -682
3671 139 860
5006 2330 -44
5331 684 471
6689 7413 -731
6466 7543 -712
1475 4717 839
3761 7407 -793
7129 2454 612
4216 4561 -360
3382 5728 -526
234 2925 -813
6644 4013 962
3574 6659 912
327 6330 480
6938 5150 -740
5849 2199 337
4497 6753 -119
2914 7513 433
200 430 849
687 455 -311
4810 6304 -857
1859 6143 -669
3687 5645 -36
1655 6709 -106
2863 4151 -411
7848 7034 -443
6402 5543 -200
6840 7919 735
2422 7509 97
4851 1662 464
3183 7064 1000
7318 5761 -204
6212 764 11
4416 8125 503
3631 553 9
1958 2169 -52
7477 3437 -587
7685 1801 613
8191 4294 -515
4033 6737 169
4806 2718 -227
203 7586 -818
4488 7572 200
1896 5897 -641
1264 6159 -600
3730 7194 985
2418 1702 609
5377 2629 -347
1790 3710 912
4345 5680 800
5194 3378 -253
5329 7647 422
4786 7547 -547
4251 3807 849
6135 5944 -657
7853 1255 -700
5306 1318 -135
660 103 982
5773 7611 488
4465 7444 537
7447 2523 75
1500 5462 949
5795 1552 465
3841 5725 853
6482 3968 682
5989 103 -228
5705 3767 791
6738 3796 -446
4182 5945 -720
3103 7736 -469
6255 6265 883
8063 4450 -233
3914 487 -32
6735 7354 317
2553 6791 -639
7607 7355 603
7331 8236 637
2284 1933 328
1450 4706 13
7986 4276 -60
6830 6524 723
8184 3919 253
6155 7280 -491
6705 5516 820
6588 419 -713
17 803 352
5456 7454 -464
1526 4353 752
2185 3593 380
7032 6588 -706
2806 546 -140
2805 5500 -68
3315 446 -281
1582 6392 -889
7239 5176 455
4994 8232 -737
2848 2640 -507
2811 753 958
646 2960 134
622 4209 76
5656 1147 331
1062 4710 -512
3898 7291 444
3090 545 -44
3572 522 949
6838 2424 -781
3801 6660 185
4300 2174 -308
2544 4120 -988
969 1191 157
5223 84 -441
6654 2445 -871
3439 1223 699
1097 4379 -458
2479 4636 -144
7765 6672 -72
3832 6889 98
264 1766 748
4194 183 8
1394 2619 -281
3591 6821 838
6027 4675 367
3194 4898 -441
7552 7488 46
571 2284 -479
5991 8198 -118
4523 1825 -400
4892 1770 649
2980 1818 710
5693 339 -97
3211 3747 -321
7418 3527 -35
3077 5605 -131
5229 3414 -535
44 4779 832
5096 7906 899
2315 7355 555
3814 865 -715
6060 4755 -513
5849 7295 499
6200 6249 407
3579 3803 543
2793 2365 264
2846 295 -965
2422 317 -208
6199 928 593
4669 6919 -610
2577 2190 -405
2580 7622 840
7817 903 829
6235 5908 -411
5925 6334 543
938 540 -772
3745 5874 918
1338 8009 229
3154 7595 241
1772 163 -883
4566 631 794
2606 1400 452
5989 7664 420
2222 6788 41
6631 2190 -150
69 1400 960
3793 398 -719
1402 982 -306
4701 876 474
2513 3144 820
1138 3064 -985
1509 1871 -914
5577 6917 22
91 3339 19
889 7984 754
3038 2141 473
7057 3663 -103
5823 7322 79
7430 4504 650
3987 8014 706
4494 1758 205
3679 5984 -209
1349 1610 -717
104 5383 -904
2850 4850 231
5768 3442 665
3235 6731 -572
915 5838 314
6494 7978 -666
247 8074 -274
6362 1464 -794
6585 2968 -941
5785 291 -409
2924 5010 390
5296 3727 -337
3592 6233 -847
680 3439 11
4462 6557 -291
6287 5117 -994
1305 6905 -644
8083 938 729
3863 6509 -135
5526 5597 273
1285 4769 -576
4033 7359 634
3467 5390 417
3325 5272 133
7395 1351 152
7069 3713 79
3614 4830 626
1248 355 -432
6353 1469 -80
5462 4581 -292
3767 6965 -712
5489 3675 -411
8234 5425 982
2007 313 -448
5664 4858 -766
7565 2637 111
6189 4214 40
1225 1816 672
7299 3414 773
3775 4704 -353
3877 1172 18
4023 7818 -173
4193 5467 912
2263 2572 -92
829 3912 808
6519 1864 -840
6791 3355 -495
5311 4282 201
282 104 -692
7481 2285 -263
624 3829 -341
1435 216 -868
5393 7719 -438
5919 5636 -342
4798 3193 -811
5219 4952 874
5784 1572 326
276 5679 -820
6778 3770 866
428 2418 32
928 3721 -270
3833 2774 189
3945 1885 295
3572 6503 -924
4702 5968 609
5097 915 -163
5000 4475 -748
463 6477 726
6304 7023 784
7281 2819 719
4881 8011 96
517 6048 -848
4257 4197 -319
6014 3667 -61
404 4244 -226
6662 1168 -430
3274 378 -528
676 5032 233
479 958 -931
5499 5307 -367
2315 6115 -590
6299 6406 716
6785 6406 828
388 4030 -617
3078 1790 249
7771 4351 -630
7705 3414 -47
2688 155 758
6191 4986 -177
2930 799 -499
618 3116 -39
7865 6324 -967
5799 1269 250
365 7752 294
4218 1361 478
5281 484 657
1605 3799 -558
4391 1867 -274
2552 8146 -397
500 3397 -624
7812 537 -160
3830 2030 -736
1159 2550 -498
5994 123 -219
6589 4164 682
5984 1516 752
8180 6106 -919
1198 1371 422
251 4604 -744
2526 3943 838
6240 7190 -159
1899 6402 -797
7982 5674 -493
7398 5011 184
5547 6462 -822
6421 3589 -101
3078 1864 -172
68 6669 -864
4479 6780 668
1863 3878 605
655 3875 137
345 2497 -222
441 4412 200
3709 1597 -641
5420 2702 365
4985 2706 680
6309 2928 -659
2215 3539 -721
5547 5284 557
3577 5759 -461
3201 2341 -815
2990 6608 -738
7660 6655 -769
3637 3435 -576
5134 3268 -993
7151 7121 303
1674 1809 -811
3354 4454 -939
2705 2233 309
5343 3960 -754
7567 1397 991
867 3131 558
6256 10 -849
6824 4022 166
7444 5374 -177
8039 7371 945
4272 7920 927
1009 7143 -995
5102 5742 758
4472 1298 488
341 2457 136
4521 4905 151
202 2797 110
7007 7267 -455
8123 7538 249
3437 5527 -714
2211 4212 -160
7700 6095 -790
3768 7 899
3287 4128 326
6612 6972 117
1999 3630 -934
5101 4350 410
7594 6745 878
4314 1797 763
7382 3621 -913
3625 1855 83
4813 2815 -214
3874 1728 28
4265 4031 451
6069 3787 -173
4215 323 678
5876 3580 -887
7570 6561 -910
6128 978 376
6494 518 -934
241 108 438
37 8250 -961
5769 654 996
2063 3982 645
3836 4411 -331
7723 3410 -331
7024 8185 275
2024 3341 435
2595 3111 -521
3774 5509 -158
5542 6085 770
4655 5084 -877
4504 8217 186
4956 5267 -167
5729 2617 722
5097 1234 -622
7428 6687 -957
1125 4747 -675
1104 5316 -815
2386 175 -703
2999 4429 247
2341 1016 -793
4526 7187 -153
4428 2893 32
6232 3540 710
2990 637 -305
5085 47 82
6501 597 997
6042 5323 983
6397 4750 -315
1189 8058 -790
1971 4424 687
2105 5680 -180
7195 1455 80
3871 4776 547
2132 146 -25
4343 6547 234
285 7631 958
3388 4088 704
5617 8205 83
5506 3307 464
6115 6961 956
7872 7630 439
2763 2212 846
5344 1526 673
2265 5287 -70
538 3151 -925
7264 1417 -659
6265 1801 -186
7712 7470 -669
542 1135 -765
3689 1086 -934
5558 2376 -746
6869 8071 403
1846 6186 -660
7514 3789 50
6624 4625 421
2975 7390 290
7189 6010 -701
4038 7329 -514
4495 6670 -500
2593 2376 -206
7061 8096 385
6791 6376 919
6405 4936 704
2547 631 -271
6481 6797 615
5560 6935 24
319 7900 -753
2217 4697 -778
3113 2185 139
2925 4626 808
3980 22 -311
5898 2112 34
3573 6306 906
6156 2191 550
6973 135 -501
5382 4942 880
1407 2552 129
1671 1796 -86
6248 6069 -77
2092 5501 -146
3298 6774 -757
7432 7158 143
5250 3758 -577
556 844 650
2068 1976 -974
5605 4922 -815
1991 1183 803
6914 5145 -465
7973 1582 589
2901 453 -80
4098 2110 -496
1034 6698 -202
1795 7571 869
1652 19 -257
788 7881 290
154 3330 166
3899 7690 570
6733 5950 -496
3174 1217 734
4495 7395 -41
5423 4897 849
7926 31 -15
5748 2102 -179
1276 3484 -23
7681 7705 492
4973 1923 953
7954 4152 968
4555 3005 551
7824 7207 -610
6139 3023 -355
4788 5370 -558
2278 3903 112
854 3418 305
740 7190 -659
1103 3797 757
7520 4141 653
4469 2567 222
5840 1711 -29
6125 1699 -563
7938 7915 553
7481 3269 318
7305 4863 159
2526 2025 759
3234 7192 -891
4744 4214 -404
6387 6476 -94
5378 2187 -680
858 6247 -461
1346 4465 -324
7756 5624 -685
5300 7546 -701
1462 3384 -444
4515 7501 40
6132 6218 921
7778 976 -642
4458 7171 -330
5282 3088 163
4341 7593 -712
5401 7174 670
1175 2479 652
5223 752 -645
4065 487 261
6430 2550 545
3017 2650 -147
4988 7990 -118
3746 2124 736
562 6893 212
7694 8087 489
7647 5752 -39
162 4868 -726
4423 1786 -688
1573 202 -294
1754 2233 81
6074 7299 487
1989 2380 -827
7410 710 939
7605 4842 -907
2798 3727 153
3018 5754 712
6733 1626 339
3460 94 -715
1550 7322 -726
339 2458 963
7812 7821 552
259 3812 -256
4678 6858 798
3869 5278 -95
5866 8014 -781
6945 2213 -285
643 2135 928
2213 1788 480
3041 7390 -299
5100 870 -682
5150 848 551
4944 2073 248
2557 1626 -895
6426 4248 501
5486 7990 588
5316 7888 376
3031 5032 875
2593 417 235
4853 7978 610
3738 5003 940
2945 2033 -745
1596 7095 -36
1275 2860 -866
5677 2212 158
6503 707 -598
2382 3575 -623
7951 7987 749
2380 4356 -537
2363 1179 -497
5966 3519 13
232 7654 -827
1674 1054 -945
1000 6925 -648
5191 5672 756
1999 2202 898
6134 2677 -1000
6558 8174 -314
2810 5588 929
7755 1750 -772
5732 2873 655
465 5838 -382
8160 5313 -337
7468 5741 399
4817 8137 276
5152 4489 554
3403 4122 -906
1106 1823 -451
1397 6844 -904
3251 1821 -949
1037 883 -387
6524 3211 747
2287 4011 -609
1468 498 -684
4110 3125 -694
6970 4739 782
1863 5529 -852
7580 5947 -465
5535 4304 -582
141 2678 939
5396 6608 741
3742 5371 -891
7464 4815 -218
344 4836 -852
7381 4661 -838
4197 3026 102
6111 5547 932
664 4315 -689
6338 7868 555
3233 4964 0
7758 1332 -950
1575 5310 -244
3495 8014 -49
1709 1470 -445
8155 2149 301
90 1663 -150
1467 5725 -102
6699 6019 -263
65 5215 -124
6466 7838 -964
3569 7042 242
5998 2353 -752
99 5948 723
819 1359 837
3281 6322 -90
6898 5755 -703
2386 7408 -154
3500 6814 212
3183 2254 265
5142 2762 -265
6639 6001 -820
6249 7503 461
853 5464 -969
5100 4002 705
4344 3783 -331
3770 201 364
6788 5961 378
7839 3867 166
7889 6989 -394
3147 6005 564
594 7800 958
621 609 -401
3906 4218 -967
507 6732 -560
7203 4482 949
7363 1043 844
4045 5137 -956
4117 6477 -791
5421 5009 946
3088 574 -117
2852 1457 513
5509 6658 40
7097 241 706
7898 4059 -429
6347 7558 195
160 4401 -646
5718 2691 -700
5043 7691 568
2571 2730 127
7836 1872 -628
4830 2930 556
7463 2212 -102
895 1060 -118
5026 8062 776
392 6223 -784
3108 197 -977
2599 8093 178
1504 5730 658
3416 44 633
5756 4243 -993
3983 5000 -722
2734 6749 -71
646 4950 -313
3546 5624 -436
443 2467 -106
1677 4355 191
4986 6656 453
2505 1522 -767
5220 2188 184
2500 5669 -397
6704 2902 -137
7930 1341 555
452 4558 244
5310 6314 -174
7494 2462 10
632 6633 680
2492 3964 -877
4059 2934 -102
2261 1853 -946
8175 3035 -136
4414 4444 30
4624 4989 -574
6590 586 852
197 6114 890
1629 7269 -47
5427 7513 138
6675 3470 375
3462 3780 -275
6111 2250 324
5463 7289 350
295 2880 745
1207 4023 -842
7560 7063 612
6288 3285 -907
2203 2397 835
5809 7209 128
4960 1679 974
656 2505 969
1963 95 628
10 2845 610
1404 747 -655
7771 1309 726
3551 1360 875
8045 3753 -504
4623 3153 -392
4849 2248 -152
4534 5802 -680
7827 8125 -713
1385 307 -388
3752 6239 52
5864 1111 751
4064 6323 66
7089 4063 332
7994 1599 -77
3997 2971 -560
3030 7541 324
4309 7980 -229
2622 5328 9
186 6481 746
4982 6066 132
7004 4308 -477
1419 2854 -978
4442 6034 -300
5984 1360 867
3490 7736 -817
6664 6890 -502
1607 2555 -298
2958 21 -158
5142 4562 -88
2549 7297 320
937 5020 481
501 4523 -723
2864 1552 -820
2693 1567 -27
108 6696 -22
7491 2371 -604
66 6482 684
970 7931 -720
7269 4356 116
899 451 844
1693 2274 -74
6390 1814 -397
2937 3484 -439
3284 5683 -455
152 7071 387
1919 7344 -387
6021 190 -1000
1836 6464 100
8105 6047 -565
7986 5012 414
6613 4958 -586
2602 5869 373
3104 1918 37
3079 7745 124
2115 7904 348
3115 5211 194
7614 6071 233
7442 2990 989
4517 856 423
303 7950 399
3735 8066 -312
7828 4964 788
7121 4889 621
3185 738 -50
5495 1674 -401
7628 5076 -537
3146 6581 789
7857 3858 -677
1034 6035 -366
156 1164 426
7948 5977 -394
1875 3239 -110
895 6146 -134
1494 5448 750
7019 5809 367
6139 6247 434
1871 3683 989
5686 4425 361
4521 7290 544
2876 3370 814
1947 6450 45
1459 5788 -828
797 8170 61
365 421 -571
6688 5200 -783
5084 4380 -659
6828 5864 400
3036 2370 178
1233 5303 -570
927 4818 -318
4713 1747 -348
2184 776 894
7229 4245 -455
1104 4290 115
1626 5800 917
5865 1503 -723
4583 4788 181
7140 7052 -772
211 6782 -341
4524 5044 534
3840 7599 -679
3267 5749 -714
2981 6354 -519
3365 3948 675
1472 2052 -175
7055 5508 1000
5191 6193 285
1161 6550 525
2183 100 495
4255 2260 -114
2195 6835 41
7312 2618 -505
3253 3022 17
2620 2487 -757
2634 6827 -783
2602 948 933
6850 7702 -259
758 6921 762
6940 3013 779
6992 2554 -410
4994 1718 322
7658 3258 -185
1241 4042 -692
5561 4248 787
651 683 -524
4743 5207 48
4647 955 -119
1014 1390 -530
4630 2794 -179
7648 2958 325
4189 1932 -857
3509 3615 -216
3067 825 276
6262 7047 741
6202 5662 -498
1374 1466 -399
2979 6646 -344
1814 2829 -907
4615 7513 -721
7221 3354 655
2452 2931 935
6784 7621 705
3900 1577 -192
3213 5598 105
5594 295 851
3619 2937 454
1913 1073 438
2060 1926 -89
5490 4990 -828
3490 1813 -792
2074 4935 -512
5426 3049 -264
7234 4216 -375
6364 6917 -592
1538 4986 -651
6546 6898 -569
2366 7888 720
2778 2444 -711
2667 3269 983
3524 1641 -931
2203 1828 922
1046 2089 912
491 4856 -133
8001 3125 -710
5889 3555 153
1367 6948 94
1382 2619 818
8164 6131 -788
2105 5546 -112
1733 5185 -904
1698 4326 -167
672 6404 -653
1340 4802 -19
399 1512 -427
1945 4408 -995
2347 835 337
1441 3994 -908
7193 335 -103
7642 6200 -905
6444 2370 712
7101 515 168
5542 7683 -264
7095 4971 -846
1886 7282 547
4424 7552 708
7180 4355 -423
2952 2189 -527
7218 3196 385
7496 6303 185
7855 5233 53
2652 3750 546
7718 1842 338
8223 1413 451
1945 5521 -544
2483 5083 107
246 6683 -962
2965 2640 -621
4468 4082 -866
4710 6141 132
7048 2052 -752
1239 5665 884
2129 8195 826
8069 7694 -960
5999 4083 70
510 5326 29
3315 59 -654
7738 3412 47
834 3829 406
2591 1852 -70
4783 7651 229
5628 5931 410
6278 59 -717
2359 3469 -227
5029 4370 123
4389 3242 -903
8109 5944 -314
7632 3705 -54
3364 1990 -656
5317 7524 565
1974 8148 776
3480 5867 540
2918 219 -892
7940 4357 610
8176 3120 -119
113 7344 918
1171 2295 628
1288 6999 -965
3891 4828 -425
728 87 -154
7023 1317 -950
6199 6472 -761
679 4442 220
517 6165 -660
1025 1473 -427
3388 4460 -852
604 5677 917
192 8247 850
2272 1714 808
5784 7261 888
810 750 -418
3775 3935 -740
2457 6799 -302
1855 6297 933
2791 1531 947
530 4705 325
3434 1231 605
1558 4449 171
5233 4313 455
4676 3863 82
730 3985 324
7875 4062 581
6314 4663 98
7643 1467 -472
1895 742 -508
6342 1923 496
3365 2547 942
2036 1349 -14
4355 7995 -954
5840 1197 -383
5120 1018 -451
5610 6205 955
2493 4100 853
6786 1794 -720
1576 434 -330
3051 40 990
4441 6443 206
3786 1870 -657
191 7364 -375
2131 2405 423
2061 6638 930
5323 5362 -157
635 935 739
7283 7324 -977
7057 1675 -815
1219 4415 372
5142 844 -51
6507 957 436
4737 5996 -509
2166 7765 -876
6411 7885 -818
8179 441 387
3375 2106 377
43 7255 -589
6165 5738 -832
3456 4357 -497
2421 6577 765
5791 6241 599
5981 2818 503
4207 7133 729
5386 3303 -215
1286 4565 -63
6552 1392 -334
4891 4935 -808
4965 2657 -476
1416 4858 662
3793 140 -672
400 2667 543
4566 3848 338
3660 5578 129
739 101 -803
2480 3034 -77
5357 7507 898
1030 5088 -909
6361 7220 -452
1537 1398 621
6251 7128 -248
2729 6772 -131
3154 4763 461
1081 674 -411
204 7467 514
901 7881 950
5715 4226 823
5582 6816 571
1948 6656 -90
5528 3222 -94
8031 3461 -223
7849 837 -122
1527 7601 899
479 7892 372
4745 1740 -127
6898 6718 -828
3379 8107 -532
7507 3484 -416
8110 4230 -546
7497 1239 975
6084 5801 198
2165 4144 -123
8176 5599 -267
5766 7046 993
1170 5185 417
1277 3521 59
1975 2905 222
1149 4378 317
5513 3725 -525
8202 4425 838
6801 3487 410
1632 5442 -466
964 4258 -693
7002 3308 -547
2081 7728 -142
426 5228 -333
1056 3427 552
1125 4244 -639
7446 5668 960
2944 6979 879
7052 4048 727
3728 1729 296
2101 165 -684
3777 450 -462
6809 617 184
95 650 172
5014 151 277
6624 1507 -839
3626 3397 -43
1191 3356 -427
902 1884 797
7498 7979 506
4322 5609 -834
7242 2823 22
365 4510 -766
3448 5372 869
5870 3175 -875
