20
852 987
204 577 -63
575 248 444
331 117 -225
23 295 293
631 488 -290
702 762 -502
675 478 -491
616 606 260
156 290 -550
545 386 987
100 673 -830
512 342 -923
647 54 613
341 613 999
105 158 -527
356 677 -206
325 475 946
735 53 -776
769 275 -702
419 200 -172
48 817 393
225 170 -1
571 473 -908
699 251 -697
821 491 47
727 804 410
810 441 -703
148 740 177
387 55 -352
629 296 498
426 330 -591
69 607 -673
156 413 831
665 833 263
36 39 591
245 632 -605
840 103 844
29 113 -586
271 610 760
550 775 552
560 634 493
73 805 -380
646 280 554
305 247 230
488 403 -414
599 81 67
243 804 -414
268 139 907
735 397 -676
553 249 -853
74 280 691
323 488 -179
847 427 46
359 423 163
270 278 -542
275 560 728
668 498 -528
847 773 -133
806 987
689 76 705
78 710 -528
413 284 600
342 481 267
276 148 -905
86 321 -676
395 292 65
396 246 -131
585 341 -882
114 182 -219
503 549 -380
342 683 -546
165 354 1
531 530 -445
505 609 585
785 534 -621
241 208 657
396 644 -130
366 683 552
216 78 -134
488 696 -695
127 93 -610
659 346 327
695 367 -500
492 417 101
648 382 -708
597 537 -46
77 34 221
584 501 617
490 288 519
763 576 754
165 474 -101
453 730 873
36 150 196
413 682 962
595 725 -882
477 235 328
567 97 337
334 385 -932
111 744 -74
473 168 -357
347 430 738
241 196 965
150 336 -357
335 558 22
68 354 -407
150 432 138
210 30 -250
569 701 387
330 97 588
647 5 873
402 235 -388
498 16 984
478 572 809
733 725 -577
378 15 58
672 701 148
462 420 -85
141 652 750
496 34 -784
104 223 -102
747 315 -310
517 502 775
397 502 -132
346 63 500
499 147 -974
134 606 -430
654 665 -699
778 114 267
269 291 703
88 792 424
579 622 -94
271 482 90
239 214 362
352 162 228
181 350 -447
549 632 286
77 405 654
534 671 816
455 29 -255
742 615 321
416 663 879
587 443 -230
793 605 907
271 605 -916
661 692 -622
149 786 657
771 364 239
57 632 -752
558 646 861
233 444 -631
206 87 -43
160 471 -398
513 84 143
484 322 155
211 219 945
309 370 226
320 485 161
20 624 247
805 568 871
708 80 848
644 75 -790
597 55 -254
324 559 -554
444 615 -368
360 741 37
256 161 -653
47 64 -704
327 409 696
641 285 -848
425 454 70
750 436 -894
61 368 -41
82 155 837
619 122 538
271 49 764
451 719 -683
659 64 -590
710 499 -231
236 618 893
241 35 -379
150 615 293
390 409 738
578 319 -897
341 37 -629
672 81 160
233 386 -298
262 87 -914
219 590 -481
161 578 239
238 561 726
508 599 -487
790 573 -471
651 346 463
51 705 699
352 274 843
466 130 -398
714 110 -896
515 303 -909
397 26 632
101 61 826
408 317 -138
647 617 -146
739 529 116
5 422 -278
695 443 -539
323 698 317
272 721 92
503 741 -744
24 27 -866
172 466 150
363 521 417
553 361 -946
5 614 830
406 442 -214
23 652 473
717 406 138
638 242 -406
338 386 88
562 39 642
557 633 987
594 788 927
274 592 -119
134 738 460
435 134 852
215 481 866
234 114 -154
322 243 687
412 90 117
303 749 -20
60 582 185
539 560 -433
119 296 433
399 448 392
31 528 309
615 548 -441
328 556 714
201 279 -356
119 164 147
671 385 992
239 656 349
280 6 626
352 209 -202
101 471 -70
641 103 -521
44 384 849
689 702 -821
629 459 941
292 350 409
707 535 -626
132 44 718
316 186 -411
453 199 204
713 45 -302
158 90 409
59 143 -563
538 531 -81
709 682 -718
272 172 -614
646 319 65
50 585 426
175 23 194
111 401 -942
403 724 535
340 656 -946
705 210 -166
294 216 987
676 42 154
689 532 263
652 469 299
254 378 -87
230 609 69
726 749 -373
245 480 -733
488 758 -201
16 498 7
619 675 -416
805 442 -275
110 571 128
715 185 25
210 205 870
588 620 -124
771 32 -288
704 250 434
192 32 -874
66 156 -264
329 356 -343
168 58 -412
649 492 -809
550 322 -347
40 252 450
3 6 353
792 610 -35
132 299 820
487 685 -722
618 25 758
63 187 -437
749 305 525
251 693 871
526 93 487
469 76 -755
727 52 -563
340 178 374
732 786 -889
597 539 607
722 322 768
742 320 -341
799 37 -209
341 399 464
675 555 -964
645 307 831
429 258 -387
552 82 -466
669 613 -177
329 454 -439
88 353 -748
584 600 312
303 427 170
790 640 776
667 80 -254
717 732 -598
88 806 -88
652 276 -420
11 510 582
203 375 -870
69 683 -779
557 415 -390
469 38 -164
740 443 516
115 264 615
262 239 -970
394 67 -237
658 700 642
395 756 310
611 789 -115
76 336 -605
175 790 -787
189 324 743
469 744 138
644 35 947
759 106 404
415 599 -191
424 324 -138
277 603 807
635 687 260
25 314 951
632 247 336
395 598 -237
7 55 107
172 195 590
543 85 -543
165 136 786
274 172 -576
667 70 518
3 122 -420
658 645 311
558 388 -681
495 80 -637
628 766 650
323 465 -939
287 271 56
128 535 166
354 619 875
635 457 130
443 640 -815
146 34 875
325 599 -408
521 312 -770
648 733 -867
30 103 -955
161 670 -342
668 560 324
602 281 83
461 605 325
250 378 960
391 234 -508
386 28 664
747 781 -394
650 519 835
766 696 751
674 413 -994
570 364 636
569 515 -721
462 422 374
594 204 -419
724 418 -257
337 205 -189
440 24 -180
487 737 114
331 116 16
481 762 730
765 167 -609
211 262 134
36 225 0
537 651 -226
784 523 309
796 748 417
803 785 -973
285 191 -116
771 293 -478
449 485 933
287 372 -348
570 597 823
517 680 -500
537 85 44
122 589 -821
72 404 -677
301 1 713
264 27 -511
44 478 -143
601 67 -360
573 678 -522
29 612 -114
599 327 787
59 163 929
629 59 365
208 474 -628
462 16 341
517 682 -471
794 71 33
167 707 -291
69 564 -939
498 412 612
463 791 -267
584 528 -386
256 690 -833
555 527 -265
436 617 597
660 488 885
770 186 976
414 114 -123
223 799 135
796 715 -963
309 391 -358
128 458 -793
241 74 -691
394 84 490
603 306 -195
775 681 870
645 311 211
585 401 923
696 174 520
503 516 -539
701 149 -707
214 11 745
264 681 -977
504 654 -715
430 295 -469
782 436 -653
392 290 -582
308 256 417
725 611 825
139 164 130
129 732 963
39 236 -429
357 195 -163
531 432 -776
497 799 -449
393 33 195
525 687 -113
385 220 -517
194 261 -753
765 138 389
68 758 -825
766 590 -858
673 37 911
181 560 -271
234 765 735
640 759 687
354 242 -157
283 263 568
782 709 -527
290 438 658
747 23 -578
192 337 -32
171 210 730
706 119 -155
174 32 506
761 555 478
803 297 425
49 478 -79
507 544 75
265 249 66
354 619 -937
488 427 60
86 102 -743
382 646 826
142 162 991
357 80 313
655 797 121
680 140 -413
613 380 652
727 91 843
467 207 953
267 4 -283
210 34 -676
256 222 203
63 212 -500
613 192 661
207 721 425
539 561 -788
673 465 -67
344 707 985
611 223 991
402 604 865
434 526 97
695 474 -774
339 73 609
531 24 613
90 717 776
613 275 250
689 513 -962
292 622 -276
346 302 -892
316 572 -747
774 701 761
233 76 -486
622 413 5
632 179 557
233 95 -146
248 335 -35
683 665 958
721 239 988
555 80 549
484 569 931
258 206 655
515 301 -722
603 539 157
480 56 -971
359 744 271
223 121 -102
555 628 -229
408 696 -647
735 279 -188
341 622 -44
95 287 -349
310 59 -591
797 477 -226
195 644 137
254 638 160
573 602 -714
244 801 -291
241 627 -113
223 484 -913
608 502 -592
277 562 656
589 118 -845
614 764 275
425 509 -529
318 109 585
232 191 -846
696 319 646
527 665 -652
216 244 -363
636 741 408
155 107 803
257 742 -75
74 60 494
312 638 -701
699 358 -147
197 600 207
196 452 -907
784 707 -347
684 355 659
465 707 531
431 621 814
441 671 254
770 414 138
420 751 262
2 527 19
174 573 31
632 512 -414
256 562 -435
426 482 81
520 425 322
574 561 540
797 80 -182
431 400 -667
179 533 -421
455 101 220
239 163 -226
543 173 101
327 105 -134
315 81 -551
201 226 364
154 407 -576
475 664 817
280 178 -247
477 670 180
162 345 395
128 326 473
765 647 30
106 731 -917
401 587 896
662 443 444
27 211 -678
681 608 168
276 66 653
315 689 297
2 102 -36
238 334 613
130 426 -993
256 686 -636
350 363 -840
471 269 884
33 388 346
521 525 -751
148 678 -741
147 799 556
546 42 636
85 300 -562
444 587 -661
546 235 639
608 182 602
68 745 800
190 787 284
452 18 -618
599 356 -791
533 507 820
505 243 425
522 668 -515
630 176 882
355 804 630
259 81 213
309 524 -307
301 149 978
107 97 865
265 785 -109
711 765 959
805 454 -505
688 707 -801
151 701 51
522 205 745
409 219 445
153 149 -947
433 271 -569
341 521 134
222 469 -577
424 459 526
621 271 556
490 99 -213
693 380 -137
719 415 893
173 797 321
574 735 699
441 171 937
533 562 267
293 432 960
206 43 626
320 646 -844
117 456 222
726 508 256
142 473 -330
123 431 -890
88 618 641
159 804 235
558 246 545
221 152 59
650 665 512
142 61 475
410 390 804
634 303 -503
106 748 -351
583 294 -967
190 127 426
585 798 369
469 506 -499
29 118 -642
306 720 445
298 565 -876
517 619 -168
524 786 166
604 565 976
580 222 146
62 417 96
283 764 99
39 665 -371
709 69 987
679 753 356
419 694 -640
333 480 426
755 374 -26
491 286 -249
152 804 -441
192 253 855
569 563 667
270 696 736
199 438 213
659 644 -110
475 254 -549
407 107 449
67 706 -896
625 629 -486
414 98 865
382 695 -872
47 285 -380
763 267 -245
581 324 -237
774 654 476
307 35 330
701 577 -396
297 682 200
517 175 496
75 126 856
336 223 -438
537 601 314
344 733 -494
608 740 707
608 771 417
784 691 -772
304 366 760
107 496 428
432 380 -65
518 542 451
61 243 812
589 292 614
388 548 -4
39 622 -630
623 637 -136
286 469 704
236 598 468
12 80 -321
64 757 -724
774 430 -83
69 335 130
578 805 393
403 503 751
323 774 72
339 386 633
43 250 -172
380 709 -59
244 714 952
331 260 46
435 701 44
246 482 41
726 95 167
327 150 -576
463 239 -730
764 502 761
584 198 -127
354 215 691
592 486 -28
336 158 57
87 715 -816
804 538 -383
211 111 -228
43 287 555
339 190 -888
621 228 -649
259 728 -582
175 223 825
613 12 319
288 598 366
95 332 -71
659 173 691
221 194 515
747 63 -978
319 757 -625
559 341 -477
200 21 475
436 99 779
472 192 426
507 44 662
6 640 -592
84 447 -139
371 757 317
338 23 852
729 444 -844
650 163 405
275 417 -665
456 577 -481
457 215 471
293 387 -495
3 91 921
165 778 683
43 468 -103
602 805 -141
624 698 431
470 226 -497
105 188 881
624 44 -261
370 3 824
520 717 -121
697 140 62
233 124 505
18 616 -869
474 802 536
447 698 292
31 657 -197
2 531 -429
485 752 -206
308 113 -938
434 481 -249
173 532 -422
434 124 390
195 765 -537
638 474 -156
292 745 -762
383 741 689
2 282 -994
141 244 -47
202 375 978
717 516 307
754 724 -962
448 74 335
269 560 107
344 575 -16
327 746 -789
126 161 966
577 730 -293
204 42 207
736 50 968
386 496 501
185 415 702
625 337 -69
402 289 -617
184 281 -168
457 693 946
184 660 541
806 440 484
128 639 -118
314 584 852
466 295 -706
324 569 -268
616 387 -867
540 151 988
257 350 192
344 671 181
405 420 -120
55 512 -184
800 778 -993
527 733 276
780 455 288
21 547 156
227 417 601
272 621 976
160 654 -462
249 312 -890
642 178 -629
35 451 690
65 188 418
743 784 942
20 731 327
26 10 -331
576 803 -383
36 414 929
714 236 422
477 401 -853
582 114 -438
442 230 -293
757 673 766
14 439 148
498 606 -957
201 140 -911
557 178 938
330 567 619
153 710 -90
236 22 -391
37 235 -443
567 436 -691
112 64 -69
417 669 975
27 35 664
243 289 247
233 216 -859
371 206 874
291 500 51
488 364 -331
609 322 -197
35 20 -987
642 257 4
65 611 751
740 182 465
206 644 -932
332 420 -734
720 78 886
448 231 852
552 328 -253
37 130 -228
251 497 488
579 692 690
270 656 669
311 154 -787
511 449 433
705 650 -597
200 314 54
249 606 143
526 676 -465
509 521 -748
712 197 -481
654 336 -621
672 158 735
400 68 427
308 623 -929
658 215 228
369 764 -135
444 123 -78
585 739 308
57 630 -634
570 710 -10
240 774 669
354 591 590
243 154 895
379 114 -314
15 324 -602
460 422 -924
658 328 -962
429 705 -257
318 540 -809
84 768 22
100 576 141
526 734 -914
613 370 -633
128 350 -278
115 439 -914
392 337 850
34 639 -455
247 222 498
473 784 645
169 712 174
776 662 548
568 240 -639
390 461 -85
737 585 949
313 668 -427
768 500 -967
229 80 -820
146 97 110
168 793 310
787 362 372
185 666 -492
147 321 -100
741 535 110
339 116 -391
318 646 134
132 501 242
782 300 580
108 598 -983
609 243 704
216 562 2
473 685 -565
484 430 -134
750 171 -914
23 248 521
454 118 -256
612 83 -639
793 567 -353
258 629 -71
801 643 893
126 537 -444
285 120 -354
706 438 -312
61 583 266
386 10 -936
606 70 -703
30 8 -688
310 328 769
8 261 811
522 698 -859
219 601 595
299 677 689
517 496 501
189 276 -733
239 108 -500
682 296 -350
452 502 222
17 165 367
94 424 55
143 100 944
462 467 -435
805 582 151
455 276 836
575 392 319
60 781 90
603 375 -170
521 504 -121
4 242 -777
354 156 760
656 692 732
596 569 -195
455 647 -970
1 275 327
102 582 559
655 290 383
479 585 -991
22 323 -392
749 589 327
487 6 993
278 152 -805
563 604 -419
566 293 -42
347 434 -143
175 732 634
319 301 653
555 240 640
785 142 458
693 368 -925
410 115 -329
186 554 410
254 21 782
533 439 391
403 496 84
721 491 756
677 183 401
389 452 184
400 442 -864
784 304 287
280 85 667
376 386 465
655 664 -24
577 4 532
276 243 847
233 613 523
389 47 -396
79 706 718
222 242 649
337 232 -635
85 469 895
643 586 -129
302 269 -604
340 623 -347
177 394 50
78 221 836
464 580 37
777 70 -927
789 703 -90
283 276 692
500 35 -723
643 682 951
509 576 618
246 646 -958
94 363 -505
256 649 773
555 461 -359
637 681 982
766 796 -592
64 371 846
61 794 -97
788 146 -201
57 421 -395
2 310 656
406 607 10
402 584 299
802 804 -223
362 171 515
774 559 -295
777 165 942
913 882
692 415 -22
445 275 -997
832 786 -745
499 815 53
910 612 -726
808 301 5
121 401 993
424 499 645
96 301 520
147 170 -183
592 874 928
174 47 -557
358 526 -315
809 686 -904
878 805 -780
411 758 -607
643 181 -193
418 386 -735
558 879 458
259 432 -675
350 528 -299
398 149 445
347 341 436
304 178 -647
509 666 -959
675 241 -866
7 60 -719
688 157 315
302 600 436
447 344 712
247 367 -568
44 259 94
786 877 220
751 675 -519
729 789 13
342 31 -549
739 101 149
670 875 449
722 70 720
57 473 -363
176 225 -926
899 190 305
6 861 -381
377 782 -875
890 594 953
265 707 -133
8 895 -731
779 501 969
101 490 667
27 166 -389
748 452 -461
282 283 596
426 181 285
83 279 -50
758 865 888
513 868 -167
147 60 858
792 289 666
373 448 -453
577 284 456
869 85 -876
284 641 271
621 144 948
694 683 -513
615 669 -919
115 773 -623
327 71 -359
539 522 -377
908 21 -492
479 367 819
685 263 214
467 876 660
493 208 -952
426 297 103
373 556 -531
363 383 -5
704 187 -330
326 664 -344
621 688 963
524 908 939
305 662 446
334 383 971
881 207 -753
55 734 877
832 625 606
241 635 197
152 86 -213
711 364 805
2 716 -915
159 619 286
289 724 964
673 500 111
655 250 919
647 73 595
360 596 -230
189 184 -9
346 161 283
520 119 729
766 745 625
907 624 -114
20 866 179
385 398 800
884 852 -253
623 508 891
287 499 724
674 515 55
275 427 891
745 88 -640
903 193 -6
885 372 -118
661 79 772
151 831 753
856 103 -787
193 727 -455
753 359 130
164 899 145
638 298 802
310 903 -59
34 485 -773
332 411 -882
773 71 304
131 773 823
786 846 -607
864 51 -353
267 144 340
474 155 -443
115 455 847
561 377 -64
147 660 955
521 312 204
257 135 -746
86 380 -575
730 911 -669
580 884 550
777 197 43
638 694 -199
624 351 -329
180 565 340
871 313 938
629 205 390
207 720 -632
705 655 -976
520 379 -448
812 166 -65
21 506 -220
594 506 -596
905 825 -844
526 690 720
760 195 -999
484 86 -317
500 597 -363
88 369 -183
153 528 -776
418 321 724
893 299 -987
780 15 15
269 801 749
314 243 307
362 126 -327
387 200 -19
894 711 -914
908 515 -74
290 488 -621
257 194 37
273 94 672
793 461 511
311 692 -575
225 343 135
618 751 510
215 206 -40
590 175 -463
850 43 -458
572 646 -464
228 295 994
517 452 391
