16
898 1797
650 415 756
33 806 756
539 644 401
175 785 839
227 651 914
433 849 855
889 549 233
845 822 663
721 719 375
462 379 899
586 2 195
434 449 202
747 15 86
728 368 277
627 275 953
392 240 900
111 565 38
145 101 727
841 445 304
82 730 936
675 703 238
150 290 930
389 388 174
83 855 524
426 269 827
695 146 847
135 640 355
880 498 781
346 68 628
791 224 158
647 858 616
349 486 866
124 438 65
608 70 930
174 355 779
353 53 452
516 371 87
586 320 202
504 708 38
16 480 448
328 132 608
95 226 988
552 145 71
369 524 237
52 710 104
882 848 419
585 790 742
251 795 452
458 157 834
860 362 200
661 132 44
811 452 537
57 851 252
46 891 683
872 131 614
392 770 331
555 736 41
898 82 243
322 172 812
613 341 275
404 5 361
614 200 870
777 752 167
708 344 973
181 832 132
297 652 487
687 202 665
435 325 175
879 105 381
864 692 639
164 693 608
688 500 868
483 605 319
157 374 865
444 543 501
865 541 566
270 801 435
201 815 836
262 307 460
624 470 117
736 498 686
274 304 850
645 624 745
358 289 46
704 159 271
556 783 515
509 699 827
550 359 419
851 409 30
873 403 403
531 676 984
815 337 256
383 621 822
76 305 509
346 894 831
330 751 7
513 170 91
263 776 957
691 29 785
792 294 349
619 191 332
449 68 571
571 643 24
450 347 432
502 247 53
154 777 324
483 160 397
677 743 930
468 14 379
535 666 133
889 815 100
198 340 444
894 703 186
856 244 607
215 546 141
99 501 729
139 794 467
840 112 244
500 671 954
155 427 135
150 248 204
160 240 294
178 161 76
819 231 823
408 854 756
843 399 499
42 283 792
96 754 999
77 809 758
676 105 572
396 169 912
292 195 847
614 811 505
432 559 78
537 496 928
427 165 210
765 504 906
506 251 350
174 224 436
641 32 528
364 458 196
558 491 844
868 568 66
397 635 613
255 94 532
526 41 555
357 556 481
659 74 796
840 15 147
350 324 145
648 775 365
428 442 96
164 672 57
249 811 513
451 8 759
669 50 988
589 395 611
885 129 50
711 91 929
103 565 149
59 270 355
580 171 10
149 581 549
478 695 749
733 479 385
593 339 804
582 559 865
169 740 479
317 385 341
271 102 223
485 419 977
892 762 50
106 236 506
500 464 449
567 343 406
361 332 167
193 622 982
695 896 613
576 416 167
129 218 7
154 732 993
118 685 937
44 674 698
882 467 25
795 699 512
537 228 638
412 121 564
136 126 72
362 835 392
278 473 289
445 888 604
75 791 780
391 279 337
568 22 984
645 38 103
248 810 935
196 561 865
872 618 435
844 352 866
726 629 846
496 359 345
242 225 360
718 466 445
618 378 194
687 175 460
595 21 822
740 739 660
376 372 148
409 417 873
491 776 812
738 249 997
484 268 344
179 198 192
260 70 210
273 893 865
794 201 469
419 116 4
136 260 228
24 837 200
609 763 848
218 692 474
455 366 193
886 550 379
835 107 238
735 829 786
668 132 363
700 246 337
308 246 526
60 36 682
147 30 76
656 7 557
78 268 546
699 748 122
235 778 231
651 781 940
578 119 92
115 536 559
115 328 40
118 734 365
361 29 627
214 364 20
323 461 467
488 328 417
470 309 805
893 288 743
218 345 126
452 348 198
709 81 828
760 656 85
593 455 490
77 192 392
14 561 315
312 26 24
237 374 437
564 322 103
205 839 558
795 323 665
226 214 386
721 371 637
703 735 801
345 656 671
420 649 199
636 78 680
502 123 396
166 684 518
365 607 775
898 563 698
759 830 644
342 837 139
76 672 788
34 114 285
801 686 542
766 100 608
290 43 199
446 273 339
163 416 20
811 287 286
430 256 371
793 625 184
779 561 263
109 776 449
812 768 500
723 725 878
280 369 914
315 83 832
336 412 726
260 258 253
560 579 670
480 99 114
364 710 927
479 484 960
657 274 919
486 395 308
458 313 60
815 335 332
448 572 815
84 882 286
591 845 119
265 109 642
546 819 120
581 308 377
527 348 829
731 730 930
62 801 518
625 165 12
64 97 448
131 656 697
814 758 171
113 644 625
215 404 894
829 254 187
46 232 855
452 278 133
603 238 631
30 591 675
539 859 668
755 675 403
729 521 518
725 411 764
79 691 168
532 539 818
373 701 764
759 893 111
84 674 114
298 432 687
615 310 133
587 778 985
567 161 745
119 815 593
631 66 554
590 552 320
424 603 228
812 384 999
797 249 376
101 759 980
207 756 393
79 482 869
584 828 209
875 242 868
439 757 661
870 701 209
77 49 872
604 528 775
832 508 648
78 810 177
855 309 538
600 49 34
131 266 218
348 119 653
358 738 530
403 190 925
763 182 835
424 122 861
392 293 415
368 798 327
586 655 975
102 18 793
244 548 145
680 84 907
81 784 696
554 436 278
27 884 80
785 353 323
239 544 956
529 515 126
132 545 952
60 167 386
529 241 652
46 11 209
115 505 874
384 688 526
225 409 957
577 541 252
121 181 437
663 71 264
343 55 512
115 7 145
707 595 941
577 343 513
131 724 27
775 68 448
383 211 195
186 618 534
818 787 216
857 213 286
99 490 714
664 210 181
563 210 136
365 371 692
5 635 559
165 224 4
866 250 540
196 347 702
521 535 541
781 617 554
174 634 929
469 600 307
316 38 237
880 47 191
746 729 572
203 782 28
149 771 197
270 485 530
474 690 138
835 559 808
276 42 631
616 863 415
800 108 398
657 64 147
398 266 359
802 139 83
464 411 236
84 491 978
486 739 672
824 377 105
123 219 104
175 850 616
547 811 300
293 896 885
400 507 19
680 746 207
99 291 74
19 115 465
248 205 863
511 416 76
170 774 630
486 666 239
490 429 662
802 443 28
182 322 323
614 452 271
808 472 743
19 562 951
745 310 247
218 836 437
870 622 586
212 32 985
128 55 588
436 225 343
702 142 634
214 620 995
104 716 728
675 70 894
883 287 47
221 798 425
648 486 608
533 238 697
35 290 991
764 184 833
149 276 850
418 776 694
772 48 105
182 67 273
592 855 571
97 319 453
382 481 63
616 821 504
793 625 248
356 698 620
58 324 789
858 646 321
893 561 524
628 225 204
866 783 475
5 453 17
470 338 701
454 307 359
447 744 767
880 484 818
408 177 853
302 614 354
849 295 931
831 445 549
431 484 332
825 296 240
157 603 382
274 841 14
374 306 711
161 387 734
455 196 159
271 584 608
53 724 538
445 724 87
772 479 996
230 638 908
588 869 596
271 11 604
887 283 568
624 564 153
888 470 38
287 397 835
466 591 635
59 323 720
570 863 668
790 341 303
553 643 815
579 90 323
48 682 119
837 548 36
208 610 772
449 794 820
577 852 175
135 588 981
818 455 567
54 577 631
445 132 788
456 48 5
310 203 63
261 769 832
717 824 293
202 821 790
506 472 918
118 158 241
390 849 250
197 458 386
410 567 650
656 256 76
39 776 733
72 233 619
590 403 817
807 40 781
13 229 894
427 603 735
360 355 81
365 872 108
711 746 256
239 546 980
261 359 207
302 477 242
824 252 240
710 17 532
389 676 255
431 371 661
604 379 179
51 312 836
574 404 630
662 37 492
6 613 878
403 531 690
106 787 698
255 169 298
63 667 977
105 735 83
381 176 830
485 302 972
751 787 587
94 592 109
496 523 355
539 687 695
378 466 883
573 845 15
552 652 134
412 579 186
303 374 451
87 813 663
207 216 440
796 233 109
692 472 564
590 261 552
512 186 609
191 716 443
767 877 670
536 688 266
61 33 710
706 514 788
891 567 857
127 757 877
876 113 475
192 862 870
134 34 686
701 183 848
207 592 907
409 809 169
818 296 826
641 111 302
836 656 897
594 250 19
334 469 7
325 238 277
646 169 864
285 64 391
195 729 551
189 585 150
504 844 841
531 322 219
841 807 429
565 42 122
560 350 392
809 252 725
338 856 151
333 526 53
818 803 296
741 495 130
860 645 969
832 582 695
71 544 580
771 26 428
504 184 501
408 310 175
423 546 641
760 55 356
769 700 627
395 660 400
577 696 810
870 509 629
587 760 966
382 37 913
241 361 43
278 350 549
230 218 402
80 413 352
258 613 914
637 733 271
855 801 209
499 90 919
816 267 630
434 312 98
390 848 543
190 571 536
758 494 400
53 262 10
373 882 183
113 499 873
466 531 548
288 317 921
191 809 667
241 755 169
145 133 521
343 18 732
300 501 691
859 853 332
24 797 704
549 721 342
543 118 232
378 267 433
509 284 614
334 212 567
40 633 207
784 417 97
347 579 121
721 92 298
692 411 207
212 413 725
2 456 129
516 730 441
458 490 313
604 113 283
841 771 81
165 633 952
84 33 110
366 123 494
829 204 442
140 226 406
18 263 776
591 413 48
69 315 74
88 67 372
370 555 975
94 400 243
93 452 10
245 763 337
479 79 996
549 409 112
88 511 7
532 488 908
255 684 937
369 32 397
864 95 51
705 678 810
151 584 291
862 58 305
428 734 716
844 556 381
779 616 914
779 679 881
6 296 722
828 432 257
315 448 392
24 760 345
248 411 848
402 795 293
253 116 514
753 464 980
259 311 442
446 717 300
217 606 50
79 496 337
128 117 310
535 511 876
272 130 423
120 457 613
598 382 641
388 540 347
270 106 100
536 639 100
83 526 408
624 692 275
33 405 791
303 52 145
526 801 516
123 292 728
120 744 747
602 596 690
171 735 350
478 102 672
397 812 440
433 275 847
292 80 444
651 893 142
157 233 737
854 650 364
722 109 962
17 285 176
199 272 61
455 174 868
122 527 794
634 843 261
398 132 214
518 236 774
50 517 327
170 790 884
626 257 348
31 557 592
422 413 793
433 374 24
406 392 28
893 174 39
523 438 503
534 432 25
158 853 579
44 225 79
249 589 50
409 678 256
810 699 137
872 372 229
605 632 630
440 173 635
482 719 574
708 850 890
657 882 9
57 77 417
866 668 25
243 841 664
423 725 240
768 821 623
724 306 439
292 498 348
27 863 874
831 750 407
857 690 693
316 519 728
543 13 818
231 110 886
863 894 902
766 671 719
114 316 447
579 171 998
28 60 482
576 135 603
260 471 208
631 877 182
626 198 623
15 21 484
693 763 299
646 307 247
871 671 87
628 162 421
574 216 628
350 630 979
462 833 686
450 350 500
18 625 883
281 504 676
855 473 927
623 115 772
129 648 134
792 515 98
25 403 425
757 324 389
546 332 293
272 449 697
731 757 74
520 703 966
560 324 996
97 577 318
764 520 991
437 764 379
728 781 234
684 705 720
729 494 790
714 399 9
824 259 394
469 544 258
95 320 550
170 659 284
802 48 833
501 223 541
201 519 75
888 781 408
794 7 519
231 55 97
864 304 147
849 106 355
160 602 80
655 289 307
832 57 673
813 733 400
519 583 66
11 361 170
567 429 715
172 894 664
803 817 24
339 395 408
274 706 94
329 415 755
795 754 359
338 429 358
268 838 859
552 654 624
645 217 681
681 271 768
80 667 789
831 388 245
888 115 93
489 109 347
539 431 952
803 740 993
876 205 216
38 538 283
196 623 543
172 670 370
542 62 329
846 485 982
800 795 44
680 633 729
110 365 38
37 176 751
829 572 43
92 69 595
156 813 708
201 730 307
908 1877
341 527 368
337 262 912
356 547 604
893 203 955
522 66 380
123 302 531
388 48 875
201 73 518
237 444 386
856 483 935
884 899 309
27 786 49
686 421 932
608 582 586
363 111 785
673 387 363
352 251 49
528 636 914
98 155 395
900 653 138
441 254 925
448 414 909
1 329 910
237 90 582
561 786 237
840 686 739
84 834 265
664 253 419
450 613 472
600 68 223
775 160 989
617 491 892
192 897 536
220 713 1000
498 676 774
553 755 429
241 812 607
620 102 288
724 782 622
397 180 991
76 760 608
717 330 92
898 325 184
58 80 764
609 358 575
150 564 791
76 682 532
444 902 913
865 587 364
679 784 984
756 645 10
702 688 653
629 344 883
659 102 669
318 199 387
636 441 753
627 77 132
846 482 930
550 370 143
189 364 29
227 868 303
268 414 854
334 81 74
748 553 562
8 444 662
27 23 799
619 720 740
484 308 405
45 868 888
619 382 176
279 587 103
709 452 256
367 235 345
204 607 495
87 499 429
859 654 248
78 211 770
748 857 151
813 554 785
9 481 329
783 771 504
467 262 882
894 426 827
657 614 6
70 437 540
22 605 735
23 554 456
204 591 326
510 846 203
896 565 429
426 786 597
737 765 984
321 742 432
591 536 477
610 881 177
706 655 295
37 66 225
841 302 351
755 695 216
288 864 263
194 269 862
168 66 552
136 663 41
435 876 903
464 863 193
471 297 256
866 417 20
743 415 784
332 875 798
352 792 15
240 547 703
105 657 776
90 841 783
393 853 526
899 55 647
421 474 825
75 454 598
251 756 643
381 672 344
263 727 594
615 636 481
753 52 598
153 848 523
257 651 315
622 91 619
348 334 89
599 415 940
809 221 755
194 143 790
21 196 278
269 681 548
474 848 745
786 133 848
253 771 320
715 406 44
370 494 753
700 843 79
217 419 552
861 842 697
252 716 559
272 281 803
521 795 989
185 257 741
224 625 522
725 79 930
38 769 880
338 277 84
710 339 459
11 118 81
586 370 273
515 129 974
117 615 523
347 26 305
128 442 152
407 730 234
680 431 24
890 478 999
576 687 371
782 475 219
300 817 964
863 87 318
238 31 711
381 297 370
11 468 966
245 30 542
534 760 833
259 11 589
644 523 782
120 496 857
542 79 945
688 351 308
354 842 529
775 818 960
541 382 764
877 421 324
53 239 638
886 751 762
474 164 245
71 874 506
475 84 771
4 694 829
481 265 380
17 119 309
49 349 681
380 818 303
326 891 837
175 627 38
880 215 613
261 466 931
905 577 544
166 610 215
60 787 479
706 787 915
588 690 171
199 796 317
424 394 224
341 363 648
841 185 993
881 515 524
122 864 54
304 715 266
786 282 894
90 865 562
213 595 938
232 771 619
778 773 259
603 335 665
635 375 14
512 553 705
84 756 631
829 430 717
507 857 22
814 327 922
100 581 520
530 525 603
184 361 968
48 672 896
783 613 291
607 317 479
290 492 2
138 806 777
650 161 502
392 354 623
41 784 6
167 437 455
75 853 887
238 158 678
736 130 853
65 82 883
365 112 908
461 529 596
654 441 618
423 597 320
98 450 318
470 376 619
136 352 906
571 793 595
230 889 323
375 664 236
780 785 608
55 415 896
370 821 135
791 53 798
669 401 349
639 173 569
772 382 204
567 403 14
428 632 759
855 392 838
898 672 404
140 765 245
457 204 274
31 640 559
563 141 390
266 34 918
690 457 153
355 694 929
19 219 7
261 327 442
82 478 787
659 63 276
794 483 23
512 242 435
211 410 913
635 152 786
388 20 207
609 747 289
371 571 451
404 581 726
775 863 232
7 331 52
445 354 177
391 809 479
636 902 440
186 306 556
605 801 623
85 801 235
81 255 326
422 582 815
233 129 296
519 630 442
96 718 816
132 316 201
762 163 269
808 172 116
63 142 688
855 453 895
768 30 758
177 181 407
828 285 203
668 441 413
92 547 462
429 57 886
56 454 443
511 552 276
172 369 131
609 645 774
753 361 627
25 339 406
559 76 707
892 61 143
748 708 238
321 639 709
323 792 117
35 688 491
128 42 613
569 138 14
6 20 29
410 299 571
627 229 470
460 801 16
158 393 793
499 848 377
231 487 525
685 190 952
611 110 471
203 298 403
74 244 78
895 561 887
144 445 358
431 240 563
488 284 743
653 861 898
476 29 362
218 396 709
228 460 106
208 876 516
265 899 562
344 352 852
877 287 326
317 645 782
104 202 647
680 371 471
888 408 799
601 345 505
861 36 773
840 696 321
354 5 759
232 134 197
207 82 574
553 150 155
606 174 415
361 367 871
675 51 600
307 677 494
351 165 29
421 791 355
112 696 926
746 773 829
7 765 811
321 61 669
377 718 585
629 797 217
906 828 556
715 2 582
678 327 733
734 65 889
681 15 674
627 320 922
782 261 121
315 824 997
135 152 854
657 775 671
465 109 198
201 760 705
516 430 480
768 561 550
613 893 467
452 584 245
745 547 706
753 611 371
76 736 343
188 568 399
593 644 895
362 17 315
611 820 560
306 603 70
556 368 999
270 261 856
235 578 767
856 784 51
463 312 515
841 865 670
305 403 374
434 403 737
712 380 976
658 781 50
123 139 151
494 315 448
245 229 252
133 647 895
905 296 733
576 345 508
830 67 161
412 896 604
104 237 218
548 580 950
852 17 340
299 167 394
737 638 488
438 361 562
92 795 160
234 536 438
220 907 730
558 471 253
142 388 295
732 644 982
801 521 40
840 77 441
376 722 624
180 431 114
230 421 718
470 171 757
586 111 500
823 358 112
822 333 376
504 43 194
235 847 202
879 345 905
761 150 756
60 627 450
602 677 419
40 371 986
692 617 952
224 193 317
96 66 854
420 629 938
562 679 550
647 155 710
533 873 795
778 332 75
839 575 910
538 468 735
687 742 557
190 287 348
449 723 16
96 715 183
562 480 85
336 204 549
571 791 372
205 567 263
636 642 871
506 773 67
708 559 700
853 479 188
383 667 947
15 227 102
581 540 898
356 719 279
401 141 501
588 100 512
615 176 400
205 101 627
628 57 445
420 302 470
520 840 963
291 566 408
514 178 763
359 444 362
126 368 607
85 291 576
453 84 152
187 166 479
299 390 289
784 214 45
310 106 364
335 817 722
853 662 662
627 633 259
833 380 143
300 400 460
50 761 764
100 904 553
352 510 220
5 738 468
325 649 513
222 517 247
367 60 947
165 677 399
708 192 951
568 408 889
453 404 487
327 480 149
272 233 570
244 480 151
764 893 603
388 771 707
8 481 723
381 592 801
98 210 937
420 418 927
4 856 164
116 339 107
578 684 227
102 666 778
65 374 621
901 407 853
482 711 79
281 425 445
91 622 335
62 277 296
891 556 823
511 310 814
83 848 531
74 378 570
354 519 401
429 568 323
1 57 510
293 292 626
620 630 622
65 40 252
12 219 78
167 228 718
771 111 85
767 165 861
719 136 923
549 246 398
54 850 626
670 623 598
634 680 43
722 504 396
784 418 863
207 287 1
251 408 278
532 805 139
428 431 752
52 797 461
476 135 597
238 474 474
280 440 741
38 342 939
790 18 64
834 68 556
