898 2763
854 768 715
527 788 695
190 861 955
657 615 854
757 373 341
292 347 455
498 578 149
376 223 194
13 750 621
38 879 511
781 578 713
87 666 661
176 15 108
510 476 5
187 343 491
690 590 695
103 137 538
835 431 477
124 741 468
629 182 726
450 17 195
825 883 534
97 174 308
787 392 374
892 896 456
3 359 495
377 183 549
887 652 973
16 175 772
434 450 25
448 710 653
669 368 560
483 827 533
283 16 747
378 4 884
98 193 322
792 471 695
567 889 446
695 355 836
46 877 953
578 803 329
313 244 458
859 621 66
140 626 688
196 667 233
128 482 56
556 513 714
382 581 443
784 869 519
428 531 622
20 813 991
816 82 95
372 728 764
136 674 810
352 795 507
333 196 378
211 518 515
34 49 212
167 341 225
110 125 934
191 447 372
868 488 432
800 726 607
540 488 665
285 725 286
514 370 407
105 76 292
243 244 453
793 831 179
887 699 138
863 762 184
428 514 560
789 65 65
580 861 250
692 636 665
106 654 715
659 793 292
805 774 360
776 310 483
622 242 667
353 74 432
317 254 535
274 702 475
427 396 590
322 128 636
271 98 793
313 443 510
268 174 177
588 223 685
857 427 148
668 33 724
611 343 746
578 826 78
10 398 540
379 291 528
357 532 659
53 186 525
168 665 40
378 31 221
849 50 776
657 4 976
767 80 88
337 50 497
733 323 961
419 24 329
187 443 347
471 158 79
123 421 597
744 521 841
873 804 909
545 199 893
341 155 758
883 385 927
273 860 689
676 663 524
785 677 129
611 860 38
31 605 223
172 596 705
766 318 11
543 295 339
571 312 105
526 286 631
192 302 372
99 817 759
239 296 730
796 849 551
811 347 403
130 686 890
113 699 236
513 891 37
250 277 147
310 268 867
685 65 832
122 668 749
773 744 825
789 436 615
784 514 994
332 725 296
18 776 506
470 74 794
497 587 412
436 106 162
634 894 373
132 818 561
522 134 460
646 264 779
416 374 301
18 31 644
313 593 369
241 868 585
509 463 890
111 365 916
332 62 231
619 244 60
419 638 98
390 526 546
119 717 663
183 626 339
101 15 908
344 53 70
435 509 428
457 158 713
295 745 175
532 390 267
838 469 886
405 238 341
11 579 625
195 837 44
240 114 749
220 102 967
94 277 748
870 725 488
367 817 216
275 645 474
524 49 32
783 436 467
57 312 194
437 586 281
702 384 344
394 715 416
339 271 455
349 733 905
156 29 310
569 605 265
864 547 307
596 466 946
30 485 296
433 582 262
343 756 560
567 29 738
219 153 434
57 615 856
601 366 990
7 122 573
843 26 757
141 282 974
73 769 449
88 364 511
793 622 14
144 555 482
34 279 767
200 727 34
716 210 301
792 788 443
489 137 276
479 794 827
557 440 303
563 497 655
226 569 865
291 559 19
312 558 894
345 199 358
400 49 400
505 115 384
804 16 869
66 662 974
648 486 402
898 445 108
629 424 788
469 251 420
380 224 61
5 471 496
148 479 65
330 24 136
104 467 858
149 404 162
718 860 579
749 305 284
403 168 576
747 166 840
602 734 474
311 569 695
386 131 663
305 81 283
323 359 699
403 534 154
682 152 871
415 640 86
479 237 622
292 438 347
495 115 964
222 151 667
128 515 675
850 592 250
715 237 381
89 665 636
186 144 681
231 654 804
890 441 273
443 87 769
365 408 278
802 780 746
382 496 212
501 725 402
616 344 409
809 66 239
584 468 309
891 517 303
632 692 40
319 598 816
386 419 37
272 473 659
812 895 456
787 824 787
441 471 298
479 731 970
886 87 927
316 633 879
849 328 464
837 766 698
128 354 181
426 155 877
572 209 883
56 53 246
866 491 101
44 259 499
789 284 158
255 461 773
510 561 267
697 723 801
504 77 831
58 297 836
341 210 369
450 93 465
833 215 157
442 309 786
560 300 56
412 885 129
892 158 33
600 240 168
348 110 543
290 496 405
582 362 985
648 624 264
86 315 227
891 187 169
86 160 806
105 867 265
251 321 471
195 742 8
815 468 402
434 318 472
562 241 724
864 868 477
633 650 691
368 28 137
224 303 510
289 186 694
14 143 939
606 285 784
303 889 566
487 49 336
594 414 511
581 831 626
380 590 491
305 784 514
379 560 855
417 445 371
203 128 277
829 163 137
543 721 847
515 278 811
507 731 67
140 653 304
425 290 889
402 839 382
353 316 66
680 137 403
14 206 91
66 416 1
845 469 918
563 11 895
572 830 892
25 780 821
302 332 621
247 842 209
898 647 699
318 124 780
824 556 184
542 364 288
360 411 723
691 49 392
448 182 113
820 701 987
297 390 108
329 861 324
315 489 543
580 229 287
234 747 473
418 153 697
665 499 672
105 873 191
311 173 482
792 466 357
435 65 834
389 703 55
744 751 260
450 120 932
475 59 730
587 690 962
640 877 927
414 326 833
118 883 593
393 353 529
222 122 621
675 30 566
547 590 451
95 461 46
91 227 462
296 798 211
480 723 224
356 196 455
374 238 336
269 169 372
801 514 967
214 673 620
30 88 20
888 364 17
638 140 557
861 569 623
147 614 104
412 90 561
510 302 457
574 215 554
842 754 614
172 849 917
193 845 99
573 520 539
182 772 262
626 90 836
574 125 443
437 279 387
657 64 825
784 561 470
388 132 359
283 631 38
787 846 963
727 293 402
793 278 148
280 804 685
514 358 171
496 672 606
898 395 89
438 288 787
174 507 616
33 840 631
135 611 785
30 864 338
51 245 169
372 563 809
849 292 891
43 457 975
814 111 923
146 836 823
92 88 374
353 88 193
854 750 933
868 21 843
559 177 409
283 106 869
769 402 998
711 485 948
729 438 464
12 112 752
447 496 214
229 573 800
632 189 939
413 749 413
674 353 797
491 544 343
313 553 414
678 192 155
281 694 666
505 204 241
580 547 32
349 786 280
63 864 495
708 7 929
872 863 164
464 802 287
348 433 584
864 849 723
881 159 858
29 846 592
806 486 639
740 284 363
45 836 896
391 359 17
583 308 151
269 476 282
412 615 285
620 245 77
139 43 418
631 666 599
562 197 305
266 816 615
653 433 823
414 117 342
113 375 460
395 581 69
652 659 59
879 222 953
191 600 982
624 16 623
455 269 427
551 687 970
611 497 182
666 182 457
483 252 545
77 157 692
839 6 185
638 447 214
559 630 45
460 187 413
323 205 114
593 146 84
320 688 120
197 639 5
868 653 976
666 598 980
495 172 616
216 863 813
445 813 177
309 152 188
897 260 443
416 793 462
835 586 485
775 525 2
32 521 507
292 297 107
853 316 564
130 645 700
605 621 466
397 206 400
352 635 774
163 3 467
338 74 515
409 276 8
322 148 812
825 575 632
335 128 958
561 739 872
76 674 880
662 758 4
750 440 595
763 442 484
485 296 234
73 267 828
710 801 381
109 341 141
26 404 815
410 347 291
44 464 527
240 17 506
280 118 304
339 571 671
13 80 926
192 400 784
722 17 593
810 642 641
54 705 938
518 288 284
112 588 32
122 493 796
249 181 941
724 167 511
301 678 737
794 665 537
32 201 542
422 556 534
92 154 47
794 744 379
838 395 445
541 131 783
191 816 865
277 862 178
451 328 90
157 320 510
872 741 866
861 606 788
50 46 6
454 875 236
427 878 545
61 786 185
583 650 25
531 631 151
252 213 808
125 867 716
593 83 411
694 744 941
555 599 526
844 117 695
855 595 747
113 296 37
169 490 308
209 72 692
826 52 136
280 824 304
816 181 573
836 564 160
829 705 521
181 132 816
871 95 481
869 1 617
304 435 104
631 573 342
293 533 518
351 18 632
507 40 949
645 262 700
577 807 316
827 535 824
208 885 5
520 31 740
92 131 531
233 681 274
355 782 711
305 120 284
642 571 312
24 336 21
21 354 959
57 472 581
808 736 942
619 842 138
182 449 442
535 595 881
324 486 512
422 64 614
40 486 71
756 714 666
287 692 334
404 43 299
852 884 585
421 370 518
714 133 551
304 84 163
515 137 307
818 510 164
872 476 348
723 306 919
306 117 374
160 116 162
840 462 133
300 564 576
564 346 926
814 792 423
178 1 502
115 8 631
449 701 995
54 133 519
57 849 13
725 516 547
239 643 870
896 79 963
488 346 537
40 479 208
61 41 545
398 584 18
152 22 777
25 15 100
372 423 640
52 388 929
116 181 924
813 79 217
382 204 496
628 816 403
589 602 217
152 179 276
665 217 548
291 606 812
614 69 334
209 229 935
766 392 40
51 3 580
119 395 652
144 860 899
824 203 44
189 262 412
714 607 259
122 673 292
446 369 91
32 814 565
731 789 279
90 42 323
891 697 687
491 187 356
358 801 529
749 213 912
338 546 524
277 316 324
845 112 576
403 267 2
809 869 81
748 138 582
409 667 982
222 821 722
230 843 667
112 717 278
607 16 864
276 710 282
721 818 929
264 155 477
239 857 437
284 31 987
342 771 309
503 349 315
655 74 243
658 570 115
738 654 792
355 455 75
49 103 750
439 411 313
709 526 347
754 465 340
10 745 47
691 676 607
17 839 831
177 811 861
575 861 280
28 196 271
10 644 699
15 282 959
676 753 121
747 853 742
377 328 250
761 787 584
803 161 195
390 871 116
295 567 406
834 226 592
754 487 906
844 688 179
619 29 205
797 630 29
200 116 458
796 352 138
456 108 559
567 544 369
101 834 589
279 325 89
653 28 247
62 38 265
722 41 893
88 497 66
888 395 381
622 503 168
410 630 878
749 559 635
132 386 151
253 173 991
447 356 755
537 188 608
235 276 545
779 659 814
546 290 167
364 46 269
504 87 229
511 621 911
623 642 763
615 99 768
688 38 461
628 524 339
134 746 963
640 825 129
687 220 208
211 127 70
486 574 913
834 468 144
464 499 868
820 116 650
557 3 602
109 181 529
505 571 440
351 281 941
591 654 126
149 571 912
736 208 501
709 426 549
798 93 390
276 720 904
627 797 201
48 804 187
239 549 972
507 278 797
239 39 903
396 271 49
619 223 819
539 484 808
622 749 921
844 527 856
620 670 622
67 582 939
382 537 833
277 708 776
13 584 8
821 485 180
850 308 554
892 580 854
691 317 996
155 272 138
153 743 2
376 33 696
196 751 860
797 690 680
768 337 595
558 439 150
267 377 870
514 728 133
404 194 795
553 436 36
162 770 122
421 596 765
44 14 935
352 303 358
725 196 186
560 682 951
441 400 336
838 110 202
658 266 838
833 298 67
751 49 443
309 248 172
531 795 665
187 832 717
161 307 125
634 650 109
313 288 555
754 50 694
419 863 537
298 312 513
178 518 873
521 580 763
193 883 595
574 553 353
32 23 763
246 406 711
308 493 987
692 799 579
667 656 422
6 66 973
230 375 726
424 156 506
626 162 755
723 224 566
837 43 822
548 116 379
664 115 935
832 705 858
819 179 525
694 681 753
865 198 426
456 778 4
225 693 141
93 344 289
474 228 437
768 392 403
745 687 755
820 669 263
448 591 515
171 632 723
685 170 21
241 612 710
621 742 183
648 719 696
703 790 415
252 757 570
221 461 56
139 870 665
758 630 430
368 365 120
537 747 541
222 542 186
153 342 185
104 538 626
16 767 273
18 848 689
615 43 595
852 86 233
405 199 34
172 718 890
188 644 332
597 628 77
417 511 641
464 738 377
676 112 564
98 67 610
665 180 284
758 4 460
115 43 153
480 31 689
50 22 568
717 393 263
459 771 631
696 397 102
33 403 406
76 737 1
349 567 899
446 172 374
295 169 881
570 365 954
465 460 817
513 573 192
266 45 982
873 27 861
319 835 740
485 465 858
559 15 159
165 615 458
446 653 524
347 418 771
549 286 614
73 310 823
573 627 227
586 747 197
848 637 564
267 854 756
366 231 510
633 334 318
110 552 786
701 208 482
210 425 107
477 93 442
636 51 960
538 603 592
52 759 968
462 137 251
361 454 578
706 10 796
439 609 377
15 694 402
105 834 71
95 106 660
5 662 161
469 355 129
144 435 512
368 843 53
321 599 87
243 355 848
809 296 4
199 464 985
174 173 761
369 637 576
11 50 843
646 457 657
530 654 265
109 396 805
339 549 374
600 487 176
541 231 239
442 14 451
523 479 812
183 889 307
668 412 42
233 750 64
193 187 969
128 34 473
826 665 85
58 571 190
146 523 324
455 249 900
2 762 777
359 740 622
693 205 545
82 895 28
632 674 76
697 235 528
111 469 810
587 528 52
610 765 244
208 391 561
204 834 406
168 464 431
691 614 376
819 369 195
508 608 424
103 297 347
481 723 28
514 720 697
438 336 400
619 168 629
205 886 354
309 94 889
722 738 989
232 694 597
457 140 441
109 835 343
35 219 618
397 716 799
776 543 695
466 829 680
336 440 793
264 323 367
347 401 839
544 593 799
170 88 264
92 410 711
294 656 680
91 98 421
383 719 351
872 786 988
14 145 95
200 508 265
884 526 496
174 153 362
763 423 252
384 685 173
291 884 159
571 154 480
30 327 861
27 253 211
109 715 28
603 275 661
541 532 98
491 526 678
161 575 868
842 692 546
891 438 208
217 138 645
449 667 788
895 622 150
142 710 74
11 564 870
452 336 59
260 476 19
78 737 398
514 277 395
244 192 939
214 182 13
181 600 631
410 633 951
280 491 850
869 601 462
36 371 772
429 307 556
793 325 240
890 513 362
332 419 733
67 557 352
104 799 814
37 514 771
106 601 139
635 836 830
292 761 85
333 515 631
251 247 501
793 746 87
395 243 863
752 116 143
337 484 267
811 30 20
308 715 967
153 635 599
664 243 289
898 756 446
647 52 43
631 55 424
571 408 180
547 850 359
825 86 617
630 553 245
861 472 805
804 741 442
308 184 797
645 406 747
865 699 963
308 274 105
55 651 886
359 277 787
236 339 299
104 221 875
597 291 61
794 257 183
350 415 19
673 730 21
250 838 917
131 495 252
258 246 783
244 807 369
799 634 936
890 41 627
622 293 301
212 75 208
585 456 544
595 417 14
454 697 622
809 288 559
234 884 502
228 605 582
404 786 84
860 827 14
613 195 88
190 159 760
484 420 227
50 101 20
657 466 480
312 583 941
715 870 933
150 247 188
855 151 535
629 762 384
775 328 269
638 428 712
77 713 118
727 312 14
877 573 876
413 452 949
575 440 442
312 234 900
188 235 925
536 819 416
497 859 127
623 320 331
262 456 215
235 696 154
493 878 641
273 611 641
253 262 812
234 644 259
301 349 193
424 230 322
312 257 380
685 67 711
270 546 38
395 657 741
864 220 579
629 192 762
267 612 455
520 105 913
75 664 87
867 651 408
146 390 975
161 469 882
696 610 437
644 838 101
369 673 693
166 557 650
563 35 222
391 528 958
422 335 957
97 854 947
548 620 647
298 244 885
697 556 933
561 613 629
139 168 779
360 750 299
873 45 825
303 694 457
883 822 211
850 580 624
15 768 462
727 889 434
572 775 466
185 324 626
438 702 35
429 673 810
809 261 864
617 15 464
150 360 247
453 496 747
806 231 174
401 296 741
356 196 778
500 429 450
431 47 49
275 535 104
752 294 671
845 610 283
617 134 289
844 699 732
374 703 805
482 441 580
220 577 123
205 787 869
83 446 642
709 258 135
862 848 181
79 131 871
758 385 724
844 772 518
389 898 805
749 103 321
385 726 857
481 898 603
523 329 407
803 483 922
806 430 774
837 670 932
201 21 678
530 335 138
612 288 581
29 276 958
53 637 962
194 35 293
6 109 129
566 760 575
663 729 576
227 897 411
642 208 255
335 174 564
434 562 26
728 864 928
819 695 81
301 43 40
8 222 959
358 382 266
559 99 171
106 182 834
167 745 209
868 171 462
665 319 778
649 78 899
840 791 706
83 793 94
784 109 424
548 195 124
333 644 341
664 171 695
101 170 535
756 788 621
751 632 834
839 863 34
768 255 332
347 14 302
473 59 392
428 596 42
602 368 529
687 79 246
508 695 105
733 592 582
222 288 37
226 165 481
702 632 590
858 373 982
668 71 743
578 139 246
461 528 435
240 106 70
312 559 126
148 1 771
27 171 368
706 861 808
669 113 742
64 453 446
458 57 999
655 489 568
697 532 46
52 413 23
534 898 179
628 500 130
448 298 474
29 220 914
802 200 428
499 738 703
243 55 364
3 529 403
821 127 998
791 374 332
736 693 536
590 84 519
215 28 999
226 163 593
523 879 148
635 744 600
301 603 87
799 334 445
538 704 134
295 739 203
822 219 637
477 791 311
506 710 819
734 660 291
308 549 355
104 551 180
672 239 984
773 359 899
54 829 76
647 369 660
673 430 521
374 259 780
417 888 375
780 784 697
399 698 258
613 50 29
396 857 887
652 766 604
374 525 248
379 22 779
410 812 923
673 870 332
456 845 294
473 420 300
767 612 959
862 746 212
197 505 338
260 722 749
284 736 162
776 845 709
438 559 939
552 307 292
203 564 945
625 653 639
150 876 941
656 211 871
712 524 704
583 49 985
406 797 997
98 173 259
11 460 383
848 138 904
100 514 738
797 524 513
640 639 690
329 587 89
683 260 544
485 593 815
341 775 624
726 161 887
743 374 673
852 443 519
857 481 977
831 661 705
145 404 276
224 823 96
576 566 738
863 504 346
670 651 636
158 262 314
400 131 26
120 325 211
703 695 260
512 469 477
801 363 118
85 839 98
205 115 509
31 279 985
507 535 529
35 304 461
584 532 134
257 791 594
878 314 833
666 784 685
511 28 750
70 505 799
248 559 364
638 827 209
405 522 11
794 555 729
880 232 460
386 132 523
536 351 526
231 271 451
485 244 258
489 136 301
534 46 269
584 853 129
294 252 377
838 311 165
342 384 328
770 761 117
148 686 98
361 43 238
290 257 521
895 14 907
371 638 993
772 648 237
108 562 256
754 495 34
307 565 58
64 32 528
323 641 490
757 29 261
616 576 28
682 300 632
391 543 732
15 833 151
832 430 622
163 307 422
53 688 392
346 385 706
675 611 733
155 856 742
397 653 693
118 410 474
618 825 124
224 844 963
78 502 182
260 705 670
136 356 75
834 438 696
458 539 906
343 423 253
264 237 407
598 441 565
427 443 624
303 511 244
173 427 488
159 66 63
429 163 487
654 798 785
873 743 843
217 534 432
437 564 133
846 226 499
135 54 803
37 42 435
547 515 645
116 240 721
396 864 311
166 96 722
754 627 297
889 167 771
880 405 379
273 830 280
447 646 280
256 371 206
18 117 499
880 277 875
110 831 112
693 214 947
407 223 629
220 513 798
345 554 353
601 85 629
77 336 896
538 569 23
746 209 711
868 460 312
800 132 754
433 382 163
538 6 19
408 208 812
297 882 886
371 488 191
795 657 687
155 867 491
551 325 78
329 726 885
270 814 515
478 204 144
108 72 40
311 873 251
330 295 182
97 762 365
41 889 779
241 324 521
85 264 365
210 685 387
487 143 526
351 172 536
615 311 126
603 195 757
330 569 740
522 683 445
308 404 105
642 847 171
500 799 835
796 47 924
188 601 791
188 739 56
349 69 333
704 192 693
769 385 224
771 18 386
119 781 936
511 180 988
310 795 387
138 460 374
287 288 959
587 270 655
761 524 649
523 753 235
240 874 373
620 303 836
782 664 822
450 739 455
617 789 519
599 752 859
430 314 731
156 630 392
117 592 425
824 266 100
83 581 807
661 682 222
485 397 473
23 783 392
823 584 920
115 581 930
688 268 280
577 586 862
779 312 442
163 141 845
721 239 727
581 851 650
853 573 631
541 430 934
874 97 753
348 612 825
102 237 594
29 102 882
195 873 424
41 373 552
92 399 614
552 767 102
861 8 6
236 569 494
194 291 963
405 883 807
190 83 108
784 894 276
450 677 667
735 409 125
257 681 790
314 178 310
621 164 262
276 783 985
573 671 485
882 137 110
359 226 389
325 100 400
612 858 522
567 280 695
603 231 668
135 356 711
136 538 831
680 743 383
840 406 153
268 884 250
364 532 947
330 523 475
759 561 773
268 665 232
843 589 588
48 689 204
411 736 922
782 430 696
185 864 333
321 637 510
642 22 457
681 800 967
827 559 262
362 623 48
203 192 554
38 12 390
878 192 203
646 148 11
596 169 116
521 307 688
5 620 502
207 253 365
298 674 350
887 189 907
504 337 145
822 690 143
603 728 345
879 14 648
419 595 209
346 817 177
447 140 91
34 137 439
465 599 167
41 590 213
569 515 703
712 250 189
275 513 52
250 684 491
874 500 955
634 612 511
806 433 59
13 454 743
784 429 496
455 831 335
255 697 266
817 457 606
36 675 107
6 258 515
184 700 720
218 263 162
77 85 451
505 54 516
711 160 955
615 813 43
508 590 45
391 512 532
855 779 965
463 291 864
783 835 581
573 218 608
351 399 754
30 336 454
475 718 280
344 259 270
138 411 285
803 261 588
